gene	log2FC	pval	padj
CLDND2	0.0773393010846739	0.0009422387332558407	0.0157451643355834
TECR	0.1701955885115587	0.0009422387332558407	0.0157451643355834
COX6C	0.27051358995843877	0.0009568856061054908	0.015956967181052304
LMNB1	0.14921789557264065	0.0009568856061054908	0.015956967181052304
EXO1	0.06573151155109414	0.0009568856061054908	0.015956967181052304
ATP5MC3	0.19909090358393033	0.0009568856061054908	0.015956967181052304
AMY2B	0.12173993502864922	0.0009717431222134086	0.016088686127776784
TM4SF20	-0.34786928117703053	0.0009717431222134086	0.016088686127776784
HSPE1-MOB4	-0.08303806981509898	0.0009717431222134086	0.016088686127776784
NWD2	-0.19229808481254262	0.0009717431222134086	0.016088686127776784
PIGZ	0.2556103494277022	0.0009717431222134086	0.016088686127776784
TBXAS1	-0.06882024334973891	0.0009717431222134086	0.016088686127776784
LRRC73	-0.11128746810194318	0.0009717431222134086	0.016088686127776784
NMD3	-0.10259797327756903	0.0009717431222134086	0.016088686127776784
SOX13	-0.124549132990466	0.0009717431222134086	0.016088686127776784
BNIP3	0.05108132762319384	0.0009717431222134086	0.016088686127776784
SF3B4	0.11788755330179601	0.0009717431222134086	0.016088686127776784
WNT11	0.12001802865586964	0.0009717431222134086	0.016088686127776784
MAN2C1	0.16482824350377268	0.0009717431222134086	0.016088686127776784
TXNL4B	-0.047728638959875225	0.0009717431222134086	0.016088686127776784
ADAMTS7	0.07004817136853148	0.0009868140292598536	0.016296528826062726
METTL13	0.08737291346666964	0.0009868140292598536	0.016296528826062726
CYBRD1	-0.14256386424672907	0.0009868140292598536	0.016296528826062726
GALNT7	-0.2609450753004414	0.0009868140292598536	0.016296528826062726
NIPA1	-0.11281198915491775	0.0009868140292598536	0.016296528826062726
JMJD1C-AS1	-0.08652712912801652	0.0010021011063549357	0.01643161530420292
HIBCH	0.19529486628316817	0.0010021011063549357	0.01643161530420292
KBTBD11	0.08665249998784907	0.0010021011063549357	0.01643161530420292
LINC02568	0.11614552267341982	0.0010021011063549357	0.01643161530420292
EYA2	0.1921634635624041	0.0010021011063549357	0.01643161530420292
MED9	0.08450767711054397	0.0010021011063549357	0.01643161530420292
ADCY4	-0.11054176874941635	0.0010021011063549357	0.01643161530420292
ZBTB10	0.1356389604878776	0.0010021011063549357	0.01643161530420292
D2HGDH	0.15196510842908006	0.0010021011063549357	0.01643161530420292
SPRING1	-0.14440718955091558	0.0010021011063549357	0.01643161530420292
GNRH1	0.06400332368067785	0.0010021011063549357	0.01643161530420292
PTH1R	0.053052495724768	0.0010021011063549357	0.01643161530420292
SNRPE	0.13164862480277884	0.0010021011063549357	0.01643161530420292
SPINK1	0.3132220230381382	0.0010021011063549357	0.01643161530420292
ANAPC5	0.1046906233330045	0.0010176071643327944	0.016626909992490606
OSBPL10	-0.09928967493736018	0.0010176071643327944	0.016626909992490606
EMP1	-0.3265549334492892	0.0010176071643327944	0.016626909992490606
CYP3A7	-0.08585315317993325	0.0010176071643327944	0.016626909992490606
RFXAP	0.06484694087371401	0.0010176071643327944	0.016626909992490606
MYO16-AS1	-0.09704859314497624	0.0010176071643327944	0.016626909992490606
IRX3	-0.17822457344333426	0.0010176071643327944	0.016626909992490606
UBE2E1	0.1254604640705841	0.0010333350460475978	0.016765407904996817
NIPSNAP3A	0.13954170178070546	0.0010333350460475978	0.016765407904996817
PON3	-0.061920656743058355	0.0010333350460475978	0.016765407904996817
HOXA-AS2	0.06030425000481854	0.0010333350460475978	0.016765407904996817
TRNAU1AP	-0.04919893685001653	0.0010333350460475978	0.016765407904996817
C11orf86	-0.27672117645578487	0.0010333350460475978	0.016765407904996817
POFUT4	-0.03849457669568235	0.0010333350460475978	0.016765407904996817
POLA2	0.07591966692459717	0.0010333350460475978	0.016765407904996817
KLB	0.042942086349079256	0.0010333350460475978	0.016765407904996817
FASTK	0.22965784151236646	0.0010333350460475978	0.016765407904996817
MAFG	-0.08524642431707208	0.0010333350460475978	0.016765407904996817
MFAP4	0.23169350187968218	0.0010333350460475978	0.016765407904996817
PAQR7	0.04869475879681051	0.0010333350460475978	0.016765407904996817
ZFHX3-AS1	0.03803266926291271	0.0010333350460475978	0.016765407904996817
TINCR	0.1023587752951669	0.0010492876266713855	0.016990166033066235
CENPM	0.083589286710257	0.0010492876266713855	0.016990166033066235
SPATA2	0.07301364035482294	0.0010492876266713855	0.016990166033066235
ARL10	-0.17607555646276873	0.0010492876266713855	0.016990166033066235
NBPF11	0.05844765609291214	0.0010654678139937184	0.017123665443569355
BET1	-0.05944530815459448	0.0010654678139937184	0.017123665443569355
UBE2Z	-0.09616071439181972	0.0010654678139937184	0.017123665443569355
FDX1	0.1290513361635217	0.0010654678139937184	0.017123665443569355
ESD	0.13315399979247067	0.0010654678139937184	0.017123665443569355
ADGRV1	0.04059006997880188	0.0010654678139937184	0.017123665443569355
ITGA3	-0.20652477288982585	0.0010654678139937184	0.017123665443569355
LINC01819	-0.21775445508464608	0.0010654678139937184	0.017123665443569355
SLC2A5	0.08594500298516317	0.0010654678139937184	0.017123665443569355
CTXN1	-0.13774212551921577	0.0010654678139937184	0.017123665443569355
PSMA3-AS1	0.0844733284395256	0.0010654678139937184	0.017123665443569355
C6orf163	0.07133143581185408	0.0010654678139937184	0.017123665443569355
CASP10	-0.15158119076522425	0.0010654678139937184	0.017123665443569355
C1QTNF9	0.09858489370475532	0.0010654678139937184	0.017123665443569355
LINC03078	0.15314738754769053	0.0010654678139937184	0.017123665443569355
CHPT1	0.13519895954261596	0.0010818785487231727	0.017318617638512192
WFS1	-0.10046492923186667	0.0010818785487231727	0.017318617638512192
U2AF2	0.10866791982473867	0.0010818785487231727	0.017318617638512192
TLCD2	0.1007323703730012	0.0010818785487231727	0.017318617638512192
NFKBIZ	-0.24220941483983482	0.0010818785487231727	0.017318617638512192
RHOA	-0.10453519071000317	0.0010818785487231727	0.017318617638512192
TMED9	-0.1813032715840044	0.0010818785487231727	0.017318617638512192
UQCC1	0.10978187940869932	0.0010818785487231727	0.017318617638512192
UCKL1	0.1190118819675976	0.001098522804790649	0.017429895169344966
SLC25A33	0.13966246840144958	0.001098522804790649	0.017429895169344966
GDPD1	0.05563499056741705	0.001098522804790649	0.017429895169344966
RAET1E	-0.12496613415642666	0.001098522804790649	0.017429895169344966
AZIN2	0.1176112690393778	0.001098522804790649	0.017429895169344966
NXPE4	0.264145295320084	0.001098522804790649	0.017429895169344966
PGRMC1	0.14223349533545315	0.001098522804790649	0.017429895169344966
PEX2	-0.06159590231749057	0.001098522804790649	0.017429895169344966
R3HDML	0.07738975734943221	0.001098522804790649	0.017429895169344966
SNORC	0.1384800180186163	0.001098522804790649	0.017429895169344966
PDZD2	-0.0840886437088102	0.001098522804790649	0.017429895169344966
LOXL1-AS1	-0.05633303026872016	0.001098522804790649	0.017429895169344966
ACSS2	0.14705129264804295	0.001098522804790649	0.017429895169344966
AMMECR1-IT1	0.09452928440224029	0.001098522804790649	0.017429895169344966
ATG12	-0.07023853399841462	0.001098522804790649	0.017429895169344966
METTL17	0.15543462002008535	0.001098522804790649	0.017429895169344966
CEP72	-0.039764004906589046	0.001098522804790649	0.017429895169344966
STARD13	0.08251484348235105	0.001098522804790649	0.017429895169344966
GGPS1	-0.04013439262865415	0.001115403589654503	0.017663103419734323
MCM2	0.11973684743935964	0.001115403589654503	0.017663103419734323
ANXA4	-0.19833685318795524	0.001115403589654503	0.017663103419734323
ZNF124	0.04480562485531858	0.001115403589654503	0.017663103419734323
KRTAP5-5	-0.14821759321629663	0.0011325239446074884	0.01783821656401712
TMEM63B	-0.13771655483016598	0.0011325239446074884	0.01783821656401712
CCL14	0.13808474969593254	0.0011325239446074884	0.01783821656401712
HRCT1	0.21745679885461788	0.0011325239446074884	0.01783821656401712
ASPG	0.2058755720661536	0.0011325239446074884	0.01783821656401712
WASF2	-0.14190600929127717	0.0011325239446074884	0.01783821656401712
TRIM13	0.0672045422496168	0.0011325239446074884	0.01783821656401712
SNRPA	0.15594562511127563	0.0011325239446074884	0.01783821656401712
MIR4775	-0.08116301264873171	0.0011325239446074884	0.01783821656401712
ZMPSTE24-DT	0.037313545745024435	0.0011325239446074884	0.01783821656401712
LINC00589	-0.10430484721849154	0.0011325239446074884	0.01783821656401712
B4GALNT2	0.631278060551665	0.001149886945085527	0.018015266523973058
NDUFA9	0.1445138910846122	0.001149886945085527	0.018015266523973058
DINOL	-0.12173267257599199	0.001149886945085527	0.018015266523973058
C14orf93	0.039744567557791655	0.001149886945085527	0.018015266523973058
PCLAF	0.07057047642417591	0.001149886945085527	0.018015266523973058
MDH2	0.18088585512496191	0.001149886945085527	0.018015266523973058
TMED4	-0.06601823482612046	0.001149886945085527	0.018015266523973058
BLCAP	-0.13663354214122458	0.001149886945085527	0.018015266523973058
APOBR	0.19841415727174416	0.001149886945085527	0.018015266523973058
ALOXE3	-0.1428604431613945	0.001149886945085527	0.018015266523973058
USP19	0.07002409677295462	0.001149886945085527	0.018015266523973058
ABCA9	-0.13315959504624186	0.0011674957009782773	0.018176768085264493
GTF2IRD1	-0.0900818871185205	0.0011674957009782773	0.018176768085264493
STEAP3	0.1516910767682449	0.0011674957009782773	0.018176768085264493
ZNF764	0.05018650268415814	0.0011674957009782773	0.018176768085264493
GNPNAT1	-0.2532415279846001	0.0011674957009782773	0.018176768085264493
FCHO2	-0.20097348137283033	0.0011674957009782773	0.018176768085264493
MMP17	0.07196343639539837	0.0011674957009782773	0.018176768085264493
ETV5	-0.14916237359129214	0.0011674957009782773	0.018176768085264493
NEXMIF	0.12129315423849985	0.0011674957009782773	0.018176768085264493
SDHAF3	0.04612509744337068	0.0011674957009782773	0.018176768085264493
MTRES1	0.08372498862068878	0.0011674957009782773	0.018176768085264493
TARBP1	0.12235619714668156	0.0011674957009782773	0.018176768085264493
RASAL1	-0.08668203379909323	0.0011674957009782773	0.018176768085264493
KANK1-AS1	0.12925380824685573	0.0011853533569415168	0.01841051701414732
BLMH	0.06012915965554133	0.0011853533569415168	0.01841051701414732
PLEKHG4	0.09804135455774832	0.0011853533569415168	0.01841051701414732
GAS6	0.2205090734754256	0.0011853533569415168	0.01841051701414732
HUS1	-0.07757196936356037	0.0011853533569415168	0.01841051701414732
CEP15	0.050422660787522666	0.0012034630927113283	0.0185936483937376
SOX10	0.12672627224111066	0.0012034630927113283	0.0185936483937376
LINC03060	-0.08528085795151319	0.0012034630927113283	0.0185936483937376
THOP1	0.13270713009560486	0.0012034630927113283	0.0185936483937376
OGFOD2	0.07032960368185237	0.0012034630927113283	0.0185936483937376
BCL7A	0.04882303558369294	0.0012034630927113283	0.0185936483937376
RBM17	0.06892413349383952	0.0012034630927113283	0.0185936483937376
EXOC2	-0.058300168079824966	0.0012034630927113283	0.0185936483937376
DNAJC7	0.1207316965483538	0.0012034630927113283	0.0185936483937376
GSPT2	0.08431546930140987	0.0012034630927113283	0.0185936483937376
KIAA0930	-0.09674080466829382	0.0012034630927113283	0.0185936483937376
FCGRT	0.2318864641548135	0.0012218281234200883	0.018823480580133944
ANXA5	-0.17488134508598074	0.0012218281234200883	0.018823480580133944
PRKAR1A	-0.2049119098822625	0.0012218281234200883	0.018823480580133944
TMEM277P	0.0897998295959902	0.0012218281234200883	0.018823480580133944
BCR	-0.13719342152677827	0.0012218281234200883	0.018823480580133944
PITPNM3	-0.13725549551022476	0.0012218281234200883	0.018823480580133944
VWA1	-0.13166340916962116	0.001240451699914243	0.019010862037322072
ACBD6	0.06214430607101318	0.001240451699914243	0.019010862037322072
RHOBTB2-AS1	-0.09343021083867709	0.001240451699914243	0.019010862037322072
EGFL8	0.11362128816217165	0.001240451699914243	0.019010862037322072
TMEM186	0.04605069529036565	0.001240451699914243	0.019010862037322072
CD58	-0.07186493358407864	0.001240451699914243	0.019010862037322072
PDLIM5	-0.16769422986287896	0.001240451699914243	0.019010862037322072
RTL8B	0.042787138495109844	0.001240451699914243	0.019010862037322072
SPIRE1	-0.14420245530949094	0.001240451699914243	0.019010862037322072
SPC25	0.047972287694446614	0.001240451699914243	0.019010862037322072
LOC105274304	0.07693253386007975	0.001240451699914243	0.019010862037322072
OSBPL7	0.15945162269812352	0.0012593371090738835	0.01924562018248511
OGDHL	0.09672605670728973	0.0012593371090738835	0.01924562018248511
ZNF672	0.056362389662470314	0.0012593371090738835	0.01924562018248511
SLC6A8	-0.284387630006556	0.0012593371090738835	0.01924562018248511
RNU6-251P	-0.07237094813426251	0.0012593371090738835	0.01924562018248511
MVD	-0.21212670402259604	0.0012593371090738835	0.01924562018248511
MRPL13	0.14015037296230326	0.001278487674134106	0.01937363718931308
CRYZ	-0.10972746123949406	0.001278487674134106	0.01937363718931308
ZIC5	-0.23425237246071462	0.001278487674134106	0.01937363718931308
POFUT2	-0.09150075388237244	0.001278487674134106	0.01937363718931308
RAB2A	-0.1107411176488311	0.001278487674134106	0.01937363718931308
LINC02292	0.08302577313156667	0.001278487674134106	0.01937363718931308
COPS5	0.10198995861833948	0.001278487674134106	0.01937363718931308
ZNF665	0.03715128603965934	0.001278487674134106	0.01937363718931308
LINC02204	0.09497995862799369	0.001278487674134106	0.01937363718931308
TMEM144	-0.1258061116811764	0.001278487674134106	0.01937363718931308
MMP2	0.24489210390179794	0.001278487674134106	0.01937363718931308
CDCA7	0.16256472389850707	0.001278487674134106	0.01937363718931308
ZNF833P	0.033426558351217994	0.001278487674134106	0.01937363718931308
ARPC5	-0.08241606591955009	0.001278487674134106	0.01937363718931308
EMC9	0.061858114272218545	0.001278487674134106	0.01937363718931308
NECTIN2	-0.1681693397464139	0.001278487674134106	0.01937363718931308
OSTC	-0.11437696840726508	0.001278487674134106	0.01937363718931308
PRR5L	0.2171224256952966	0.001278487674134106	0.01937363718931308
MIR4688	-0.061155668974191696	0.0012979067550081492	0.019658701846562366
SSTR5	-0.22220396415364674	0.0013175977486123089	0.019808640932226295
SNAP47	0.04044967349389328	0.0013175977486123089	0.019808640932226295
LIPC	0.09916087931697348	0.0013175977486123089	0.019808640932226295
LINC02251	0.1651884361339342	0.0013175977486123089	0.019808640932226295
LINC02367	0.060191491665795294	0.0013175977486123089	0.019808640932226295
ANKRD16	0.03652246057636921	0.0013175977486123089	0.019808640932226295
ARHGAP26	-0.22238578619399663	0.0013175977486123089	0.019808640932226295
AMANZI	-0.16068900337911535	0.0013175977486123089	0.019808640932226295
CCL8	0.13391575940331468	0.0013175977486123089	0.019808640932226295
CEP295NL	-0.11074647983538499	0.0013175977486123089	0.019808640932226295
KDM7A-DT	0.07721392913188185	0.0013175977486123089	0.019808640932226295
QTRT1	0.22488450731466303	0.0013175977486123089	0.019808640932226295
DOK7	-0.0865692607625701	0.0013175977486123089	0.019808640932226295
PLK3	-0.08480163173470912	0.0013175977486123089	0.019808640932226295
CLCA1	0.5185993228610384	0.0013175977486123089	0.019808640932226295
H4C4	0.12148322175332132	0.0013175977486123089	0.019808640932226295
KALRN	-0.1431087684004566	0.0013375640891926262	0.02005292933718709
SIPA1L1	0.08854215207806093	0.0013375640891926262	0.02005292933718709
HNRNPAB	0.12370824708967332	0.0013375640891926262	0.02005292933718709
ADAMDEC1	0.2243274942867708	0.0013375640891926262	0.02005292933718709
GUCA2A	0.3929915659710619	0.0013375640891926262	0.02005292933718709
HAUS5	0.075972798254198	0.0013375640891926262	0.02005292933718709
GJB2	0.07284836299219877	0.0013578092486533344	0.020197412573718352
CYTH1	-0.10803221376337291	0.0013578092486533344	0.020197412573718352
ZC3H12A	-0.17836958893988242	0.0013578092486533344	0.020197412573718352
POLE2	0.056933548245072796	0.0013578092486533344	0.020197412573718352
TATDN2	0.07283698248473969	0.0013578092486533344	0.020197412573718352
LINC03072	0.050800746135988284	0.0013578092486533344	0.020197412573718352
PYCR1	-0.16601949746169153	0.0013578092486533344	0.020197412573718352
PHF7	0.04116868895172132	0.0013578092486533344	0.020197412573718352
RETREG1	-0.21055624904284254	0.0013578092486533344	0.020197412573718352
EHBP1L1	-0.23333810048425585	0.0013578092486533344	0.020197412573718352
USO1	-0.1840117306143969	0.0013578092486533344	0.020197412573718352
CENPA	0.04877667900391791	0.0013578092486533344	0.020197412573718352
MIR4315-1	-0.09189689812935731	0.0013578092486533344	0.020197412573718352
USP14	-0.10161374722662186	0.0013578092486533344	0.020197412573718352
MED6	-0.029668097772852287	0.0013578092486533344	0.020197412573718352
CEP131	0.09450648414860052	0.0013578092486533344	0.020197412573718352
PTTG1	0.08114248727164974	0.0013578092486533344	0.020197412573718352
H1-0	0.17829656042156383	0.001378336736887068	0.02044638107220927
ATP5F1C	0.20698313959059345	0.001378336736887068	0.02044638107220927
ATP5PB	0.18821537770790986	0.001378336736887068	0.02044638107220927
